EuroCrops: Harmonized Open Crop Dataset,,,,,
translated_name-original_name,HCAT3_name,HCAT2_name,gpw_class,weight,obs
ORNAMENTAL FLOWERS AND PLANTS,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
ORNAMENTAL FLOWERS AND PLANTS; MAIZE; POTATO; OTHER VEGETABLES,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
ORNAMENTAL FLOWERS AND PLANTS; MAIZE; POTATO; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
ORNAMENTAL FLOWERS AND PLANTS; MAIZE; POTATO; OTHER VEGETABLES,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
ORNAMENTAL FLOWERS AND PLANTS; MAIZE; POTATO; OTHER VEGETABLES,potatoes,potatoes,3,1,
OTHER AREAS: PROTECTED CULTIVATION,not_known_and_other,not_known_and_other,0,0,
OTHER CEREALS,other_cereals,other_cereals,3,1,
OTHER CEREALS; BEANS,beans,beans,3,1,
OTHER CEREALS; BEANS,other_cereals,other_cereals,3,1,
OTHER CEREALS; CABBAGE; OTHER VEGETABLES; ONION,fresh_vegetables,fresh_vegetables,3,1,
OTHER CEREALS; CABBAGE; OTHER VEGETABLES; ONION,onions,onions,3,1,
OTHER CEREALS; CABBAGE; OTHER VEGETABLES; ONION,other_cereals,other_cereals,3,1,
OTHER CEREALS; CABBAGE; OTHER VEGETABLES; ONION,savoy_cabbage,savoy_cabbage,3,1,
OTHER CEREALS; CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
OTHER CEREALS; CORN,other_cereals,other_cereals,3,1,
OTHER CEREALS; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
OTHER CEREALS; OTHER VEGETABLES,other_cereals,other_cereals,3,1,
OTHER CEREALS; OTHER VEGETABLES; POTATOES,fresh_vegetables,fresh_vegetables,3,1,
OTHER CEREALS; OTHER VEGETABLES; POTATOES,other_cereals,other_cereals,3,1,
OTHER CEREALS; OTHER VEGETABLES; POTATOES,potatoes,potatoes,3,1,
OTHER CITRUS FRUIT,citrus_plantations,citrus_plantations,3,1,
OTHER CONIFEROUS FORESTS,tree_wood_forest,tree_wood_forest,0,1,
OTHER CULTURES IN THE FILM TUNNEL,greenhouse_foil_film,greenhouse_foil_film,3,1,
OTHER CULTURES IN THE GREENHOUSE,greenhouse_foil_film,greenhouse_foil_film,3,1,
OTHER DRIED VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
OTHER FARM AREA,other_arable_land_crops,other_arable_land_crops,2,2,
OTHER FARM CROPS,other_arable_land_crops,other_arable_land_crops,2,2,
OTHER FIELD FORAGE,not_known_and_other,not_known_and_other,0,0,
OTHER FOREST SURFACES,tree_wood_forest,tree_wood_forest,0,1,
OTHER FOREST SURFACES; CORK GROVE,oak,oak,3,1,
OTHER FOREST SURFACES; CORK GROVE,tree_wood_forest,tree_wood_forest,0,1,
OTHER FRESH FRUIT,orchards_fruits,orchards_fruits,3,1,
OTHER FRUITS,orchards_fruits,orchards_fruits,3,1,
OTHER GRASSLAND AREAS,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
OTHER MEAGER MEADOW AREAS,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
OTHER OIL FRUITS (SAFLORO ...),oilseed_crops,oilseed_crops,3,1,
OTHER OILSEEDS,oilseed_crops,oilseed_crops,3,1,
OTHER PERMANENT CROPS,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
OTHER PERMANENT CULTURES,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
OTHER SMALL FRUITS,orchards_fruits,orchards_fruits,3,1,
OTHER SPECIAL CULTURAL AREAS,not_known_and_other,not_known_and_other,0,0,
OTHER SUB-TROPICAL FRUITS,orchards_fruits,orchards_fruits,3,1,
OTHER TEMPORARY CROPS,other_arable_land_crops,other_arable_land_crops,2,2,
OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; ANNUAL CONSOCIATIONS AND OTHER CULT. FORAGE ANNUALS,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; ANNUAL CONSOCIATIONS AND OTHER CULT. FORAGE ANNUALS,other_arable_land_crops,other_arable_land_crops,2,2,
OTHER VEGETABLES; BEAN,beans,beans,3,1,
OTHER VEGETABLES; BEAN,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; LUPINS,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; LUPINS,sweet_lupins,sweet_lupins,3,1,
OTHER VEGETABLES; OATS,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; OATS,oats,oats,3,1,
OTHER VEGETABLES; ONION,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; ONION,onions,onions,3,1,
OTHER VEGETABLES; POTATOES,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; POTATOES,potatoes,potatoes,3,1,
OTHER VEGETABLES; POTATOES; ANNUAL CONSOCIATIONS AND OTHER CULT. FORAGE ANNUALS,fresh_vegetables,fresh_vegetables,3,1,
OTHER VEGETABLES; POTATOES; ANNUAL CONSOCIATIONS AND OTHER CULT. FORAGE ANNUALS,other_arable_land_crops,other_arable_land_crops,2,2,
OTHER VEGETABLES; POTATOES; ANNUAL CONSOCIATIONS AND OTHER CULT. FORAGE ANNUALS,potatoes,potatoes,3,1,
OTHER WINE AREAS,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Oak grove maintained by pigs or small ruminants,oak,oak,3,1,
Oat spring,spring_oats,spring_oats,3,1,
OatsOatsOats,oatsoatsoats,oatsoatsoats,3,1,
Oats,unspecified_season_oats,unspecified_season_oats,3,1,
Oats undersown (excl. legumes),oats,oats,3,1,
Oats undersown with legumes,oats,oats,3,1,
Oats with grass or legume paste,oats,oats,3,1,
Off-ground cultivation in greenhouse,greenhouse_foil_film,greenhouse_foil_film,3,1,
Oil flax,flax_linseed_oil,flax_linseed_oil,3,1,
Oil flax (no fiber flax),flax_linseed_oil,flax_linseed_oil,3,1,
Oil plant experiments,oilseed_crops,oilseed_crops,3,1,
Oil radishOil radishOil radish,radishradishradish,radishradishradish,3,1,
Oilseed blend,oilseed_crops,oilseed_crops,3,1,
Oilseed flax,oilseed_crops,oilseed_crops,3,1,
Oilseed poppy,oilseed_crops,oilseed_crops,3,1,
Oilseed radish (other than for direct human consumption),radish,radish,3,1,
Oilseed rape,rapeseed_rape,rapeseed_rape,3,1,
Olive,olive_plantations,olive_plantations,3,1,
Olive groveOlive grove,olive_plantationsolive_plantations,olive_plantationsolive_plantations,3,1,
One-year herbs on fields,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Onion,onions,onions,3,1,
Onion (spring),onions,onions,3,1,
Onion (winter),onions,onions,3,1,
Onion / Shallot,onions,onions,3,1,
Onions (early) - fresh,onions,onions,3,1,
Onions (early) - industry,onions,onions,3,1,
Onions (non-early) - industry,onions,onions,3,1,
Onions (not early) - fresh,onions,onions,3,1,
Onions / leeks,alliums,alliums,3,1,
Onions leg and plant first year,onions,onions,3,1,
Onions leg and plant second year,onions,onions,3,1,
Onions shallots chives shallots and trampolines,alliums,alliums,3,1,
"Onions, plant and plant (incl. shallots)",onions,onions,3,1,
Onobrychis viciifolia,onobrychis_sainfoins,onobrychis_sainfoins,3,1,
Opium poppy winter,winter_poppy,winter_poppy,3,1,
Orchard,orchards_fruits,orchards_fruits,3,1,
Orchard,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Orchard grass 5 years or less,cocksfoot_catgrass,cocksfoot_catgrass,1,2,
Orchards (without meadow use),orchards_fruits,orchards_fruits,3,1,
Orchards as crop cultivation (without meadow use),orchards_fruits,orchards_fruits,3,1,
Orchards with Permanent grassland use,orchards_fruits,orchards_fruits,3,1,
Orchards with grassland use,orchards_fruits,orchards_fruits,3,1,
Ordinary or garden beans,beans,beans,3,1,
Oregano (marjoram dost),oregano,oregano,3,1,
Oregano (real marjoram,oregano,oregano,3,1,
Ornamental conifers open ground,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental conifers pot and container field,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental horticulture under cover,greenhouse_foil_film,greenhouse_foil_film,3,1,
Ornamental onions flower bulbs and tubers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental onions other flower nursery crops,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental plants,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental plants (including flowers to pick yourself),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental shrubs and climbing plants pot and container field,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Ornamental shrubs and creepers open ground,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Osier,willows_osiers,willows_osiers,3,1,
OtherOtherOtherOther,not_known_and_othernot_known_and_othernot_known_and_othernot_known_and_other,not_known_and_othernot_known_and_othernot_known_and_othernot_known_and_other,3,1,
Other Brassica napus spring oilseeds,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Other Brassica rapa spring oilseeds,oilseed_crops,oilseed_crops,3,1,
Other Secale winter cereal,winter_unspecified_cereals,winter_unspecified_cereals,3,1,
Other Serradella,serradella,serradella,3,1,
Other agricultural land,not_known_and_other,not_known_and_other,0,0,
Other alfalfa,alfalfa_lucerne,alfalfa_lucerne,2,1,
Other alternative lettuce varieties - fresh,salads_lettuce_leaf_vegetables,salads_lettuce_leaf_vegetables,3,1,
Other alternative lettuce varieties - industry,salads_lettuce_leaf_vegetables,salads_lettuce_leaf_vegetables,3,1,
Other annual fodder of a different type,other_industrial_crops,other_industrial_crops,3,1,
Other annual fruit crops,orchards_fruits,orchards_fruits,3,1,
"Other annual perfume, aromatic and medicinal plant",other_aromatic_medicinal_culinary_plants_spices_herbs,other_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
"Other annual perfume, aromatic and medicinal plant",unspecified_aromatic_medicinal_culinary_plants_spices_herbs,unspecified_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
Other arable crops,not_known_and_other,not_known_and_other,0,0,
Other arable crops,other_arable_land_crops,other_arable_land_crops,2,2,
Other arable land,other_arable_land_crops,other_arable_land_crops,2,2,
Other aromatic herbs,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Other beans,beans,beans,3,1,
Other berriesOther berries,berries_berry_speciesberries_berry_species,berries_berry_speciesberries_berry_species,3,1,
Other berry cultivation,berries_berry_species,berries_berry_species,3,1,
Other building,not_known_and_other,not_known_and_other,0,0,
Other cabbage,brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
Other cabbages - fresh,brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
Other cereal of a different type,winter_unspecified_cereals,winter_unspecified_cereals,3,1,
Other cereal of the genus Fagopyrum,unspecified_season_unspecified_cereals,unspecified_season_unspecified_cereals,3,1,
Other cereal of the genus PanicumOther cereal of the genus Panicum,unspecified_season_unspecified_cerealsunspecified_season_unspecified_cereals,unspecified_season_unspecified_cerealsunspecified_season_unspecified_cereals,3,1,
Other cereal of the genus Phalaris,unspecified_season_unspecified_cereals,unspecified_season_unspecified_cereals,3,1,
Other cereal of the genus Sorghum,millet_sorghum,millet_sorghum,3,1,
Other cereals,other_cereals,other_cereals,3,1,
Other cereals with legumes,other_cereals,other_cereals,3,1,
Other clover,clover,clover,2,1,
Other coal - industry,brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
Other cover,not_known_and_other,not_known_and_other,0,0,
Other crops,other_arable_land_crops,other_arable_land_crops,2,2,
Other crops not elsewhere specified sown as a mixture of crops on arable land,other_arable_land_crops,other_arable_land_crops,2,2,
Other crops sown on pure arable land,other_arable_land_crops,other_arable_land_crops,2,2,
Other cultivated nectar plants (hedgehog periwinkle dragon's head lemon balm buttercup blackthorn catnip cornflower),aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Other cultivation on arable land ***,arable_crops,arable_crops,0,0,
Other cultures,other_industrial_crops,other_industrial_crops,3,1,
Other eligible crops (only for compensation in organic production),not_known_and_other,not_known_and_other,0,0,
Other flowers bulbs and tubers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Other flowers dried flowers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Other flowers other flower nursery crops,nurseries_nursery,nurseries_nursery,3,1,
Other fodder bean,beans,beans,3,1,
Other fodder crops,fodder_roots,fodder_roots,3,1,
Other fodder crops on arable land,other_arable_land_crops,other_arable_land_crops,2,2,
Other grains,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Other grains,other_arable_land_crops,other_arable_land_crops,2,2,
Other grains (e.g. mixed wheat),unspecified_cereals,unspecified_cereals,3,1,
Other green manures leguminous plants,unspecified_legumes_harvested_green,unspecified_legumes_harvested_green,3,1,
Other green manures non-butterfly-,other_arable_land_crops,other_arable_land_crops,2,2,
Other herbs - fresh,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Other herbs - industry,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Other jarosse,vetches,vetches,3,1,
Other landscape element,other_arable_land_crops,other_arable_land_crops,2,2,
Other leaf crops not mentioned production,other_salads_lettuce_leaf_vegetables,other_salads_lettuce_leaf_vegetables,3,1,
Other leguminous green cover plants,legumes_harvested_green,legumes_harvested_green,2,1,
Other medicinal and culinary plant,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Other mix of grasses,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Other mixture of nitrogen fixing plants,other_arable_land_crops,other_arable_land_crops,2,2,
Other mixtures with nitrogen-fixing crops,not_known_and_other,not_known_and_other,0,0,
Other natural areas,not_known_and_other,not_known_and_other,0,0,
Other nature areas,not_known_and_other,not_known_and_other,0,0,
Other non-flowery green cover plants,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Other not mentioned leaf crops seeds and propagation material,other_salads_lettuce_leaf_vegetables,other_salads_lettuce_leaf_vegetables,3,1,
Other oilseeds,oilseed_crops,oilseed_crops,3,1,
Other oilseeds of a different type,oilseed_crops,oilseed_crops,3,1,
Other oilseeds of the species Helianthus,oilseed_crops,oilseed_crops,3,1,
Other orchards,orchards_fruits,orchards_fruits,3,1,
Other orchards e.g. elderberries,orchards_fruits,orchards_fruits,3,1,
Other perennial,unspecified_permanent_crops,unspecified_permanent_crops,3,1,
Other perennial fruit crops,orchards_fruits,orchards_fruits,3,1,
"Other perennial perfume, aromatic and medicinal plants",other_aromatic_medicinal_culinary_plants_spices_herbs,other_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
Other perennial vegetable or fruit,unspecified_permanent_crops,unspecified_permanent_crops,3,1,
Other permanent crops,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
Other plantations,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
Other pome and stone fruits (such as peaches table grapes),unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Other protein crop of another type,other_dry_pulses,other_dry_pulses,3,1,
Other pure forage grass 5 years or less,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Other rough blue-grass 5 years or less,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Other sainfoin,onobrychis_sainfoins,onobrychis_sainfoins,3,1,
Other short rotation coppices,other_arable_land_crops,other_arable_land_crops,2,2,
Other short rotation plantations (rotation time over 20 years),other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
Other shrub fruit,shrubberries_shrubs,shrubberries_shrubs,3,1,
Other small fruit (such as gooseberries kiwis),unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Other spring cereal of the genus Avena,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Other spring cereal of the genus Hordeum,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Other spring cereal of the genus Secale,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Other spring cereal of the genus Triticum,spring_triticale,spring_triticale,3,1,
Other spring cereal of the genus Zea,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Other spring feed peas,peas,peas,3,1,
Other spring forage lupine,sweet_lupins,sweet_lupins,3,1,
Other sweet clover,clover,clover,2,1,
Other temporary grassland 5 years or less,temporary_grass,temporary_grass,2,1,
Other tree fruit,orchards_fruits,orchards_fruits,3,1,
Other vegetables,fresh_vegetables,fresh_vegetables,3,1,
Other vegetables - fresh,fresh_vegetables,fresh_vegetables,3,1,
Other vegetables - industry,fresh_vegetables,fresh_vegetables,3,1,
Other vegetables not mentioned production,fresh_vegetables,fresh_vegetables,3,1,
Other vegetables or annual fruits,fresh_vegetables,fresh_vegetables,3,1,
Other vegetables seeds and propagation material not mentioned,fresh_vegetables,fresh_vegetables,3,1,
Other vetch,vetches,vetches,3,1,
Other winter cereal of the genus Avena,winter_unspecified_cereals,winter_unspecified_cereals,3,1,
Other winter cereal of the genus Hordeum,winter_unspecified_cereals,winter_unspecified_cereals,3,1,
Other winter cereal of the genus Triticum,winter_triticale,winter_triticale,3,1,
Other winter feed peas,peas,peas,3,1,
Other winter forage lupine,sweet_lupins,sweet_lupins,3,1,
Other winter oilseeds of the species Brassica napus,oilseed_crops,oilseed_crops,3,1,
Other winter oilseeds of the species Brassica rapa,oilseed_crops,oilseed_crops,3,1,
PASTURE WITH BUSHES,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
PASTURE WITH TREES,tree_wood_forest,tree_wood_forest,0,1,
PASTURELAND,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
PEA,peas,peas,3,1,
PEACH,peach,peach,3,1,
PEACHES,peach,peach,3,1,
PEANUT,nuts,nuts,3,1,
PEAR,pears,pears,3,1,
PEAS - GRAIN MIX,peas,peas,3,1,
PEAS - GRAIN MIX / BUCKWHEAT,buckwheat,buckwheat,3,1,
PEAS - GRAIN MIX / BUCKWHEAT,peas,peas,3,1,
PEAS - GRAIN MIX / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
PEAS - GRAIN MIX / FIELD VEGETABLES,peas,peas,3,1,
PEPPER,piper_pepper,piper_pepper,3,1,
PERMANENT PASTURE,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
PERMANENT PASTURES,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
PHACELIA,phacelia,phacelia,3,1,
PINE NUTS,nuts,nuts,3,1,
PINE TREES PLANTATION,tree_wood_forest,tree_wood_forest,0,1,
PISTACES,pistachio,pistachio,3,1,
PLANTATION OF OTHER HARDWOODS,tree_wood_forest,tree_wood_forest,0,1,
PLANTATION OF OTHER HARDWOODS; PLANTATION OF CORK OAK,oak,oak,3,1,
PLANTATION OF OTHER HARDWOODS; PLANTATION OF CORK OAK,tree_wood_forest,tree_wood_forest,0,1,
PLANTATION OF OTHER HARDWOODS; PLANTATION OF OTHER RESIN; OTHER F MIXED PLANTATION,orchards_fruits,orchards_fruits,3,1,
PLANTATION OF OTHER HARDWOODS; PLANTATION OF OTHER RESIN; OTHER F MIXED PLANTATIONPLANTATION OF OTHER HARDWOODS; PLANTATION OF OTHER RESIN; OTHER F MIXED PLANTATION,tree_wood_foresttree_wood_forest,tree_wood_foresttree_wood_forest,0,1,
PLUM,plums,plums,3,1,
PLUMSPLUMS,plumsplums,plumsplums,3,1,
POMEGRANATE,pomegranate,pomegranate,3,1,
POND / POOL OF GOOD AGRICULTURAL AND ECOLOGICAL CONDITION,not_known_and_other,not_known_and_other,0,0,
POTATO,potatoes,potatoes,3,1,
POTATO; ANNUAL AND OTHER CULT. FORAGE ANNUALS,other_arable_land_crops,other_arable_land_crops,2,2,
POTATO; ANNUAL AND OTHER CULT. FORAGE ANNUALS,potatoes,potatoes,3,1,
POTATO; OATS,oats,oats,3,1,
POTATO; OATS,potatoes,potatoes,3,1,
POTATO; ONION,onions,onions,3,1,
POTATO; ONION,potatoes,potatoes,3,1,
POTATO; OTHER VEGETABLES; OATS,fresh_vegetables,fresh_vegetables,3,1,
POTATO; OTHER VEGETABLES; OATS,oats,oats,3,1,
POTATO; OTHER VEGETABLES; OATS,potatoes,potatoes,3,1,
POTATOES; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
POTATOES; OTHER VEGETABLES,potatoes,potatoes,3,1,
PRIMARY REFORESTATION,afforestation_reforestation,afforestation_reforestation,0,0,
PROTECTED LANDSCAPE ELEMENET RAIN / EMBANKMENT / DRY STONE WALL,not_known_and_other,not_known_and_other,0,0,
PROTECTED LANDSCAPE ELEMENT FIELD WOOD / TREE / BRUSH GROUP,tree_wood_forest,tree_wood_forest,0,1,
PUMPKIN,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES,zucchini_courgette,zucchini_courgette,3,1,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,beans,beans,3,1,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,chickpeas,chickpeas,3,1,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,fresh_vegetables,fresh_vegetables,3,1,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,other_arable_land_crops,other_arable_land_crops,2,2,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,potatoes,potatoes,3,1,
PUMPKINS AND COURGETTES; CHICKPEA; CORN; BEAN; POTATO; OTHER VEGETABLES; ANNUAL AND OTHER CULT. FORAGE ANNUALS,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
PUMPKINS AND COURGETTES; CORN,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; CORN,zucchini_courgette,zucchini_courgette,3,1,
PUMPKINS AND COURGETTES; CORN; TURNIP; POTATO,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
PUMPKINS AND COURGETTES; CORN; TURNIP; POTATO,potatoes,potatoes,3,1,
PUMPKINS AND COURGETTES; CORN; TURNIP; POTATO,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; CORN; TURNIP; POTATO,turnips,turnips,3,1,
PUMPKINS AND COURGETTES; LUPIN,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; LUPIN,sweet_lupins,sweet_lupins,3,1,
PUMPKINS AND COURGETTES; OATS,oats,oats,3,1,
PUMPKINS AND COURGETTES; OATS,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; OATS,zucchini_courgette,zucchini_courgette,3,1,
PUMPKINS AND COURGETTES; ONION,onions,onions,3,1,
PUMPKINS AND COURGETTES; ONION,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
PUMPKINS AND COURGETTES; OTHER VEGETABLES,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; OTHER VEGETABLES,zucchini_courgette,zucchini_courgette,3,1,
PUMPKINS AND COURGETTES; POTATO,potatoes,potatoes,3,1,
PUMPKINS AND COURGETTES; POTATO,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; POTATO,zucchini_courgette,zucchini_courgette,3,1,
PUMPKINS AND COURGETTES; POTATOES; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
PUMPKINS AND COURGETTES; POTATOES; OTHER VEGETABLES,potatoes,potatoes,3,1,
PUMPKINS AND COURGETTES; POTATOES; OTHER VEGETABLES,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; TEMPORARY MEADOWS,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
PUMPKINS AND COURGETTES; TEMPORARY MEADOWS,temporary_grass,temporary_grass,2,1,
PUMPKINS AND PUMPKINS; CORN; OTHER VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
PUMPKINS AND PUMPKINS; CORN; OTHER VEGETABLES,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
PUMPKINS AND PUMPKINS; CORN; OTHER VEGETABLES,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Paddy rice field,rice,rice,3,1,
"Pak choi, seeds and propagation material",bok_choy_pak_choi,bok_choy_pak_choi,3,1,
Palms pot and container fields,other_tree_wood_forest,other_tree_wood_forest,0,1,
Paprika,bell_pepper_paprika,bell_pepper_paprika,3,1,
Paprika chilli hot peppers,chili_pepper,chili_pepper,3,1,
ParsleyParsleyParsley,parslyparslyparsly,parslyparslyparsly,3,1,
Parsley - fresh,parsly,parsly,3,1,
Parsley - industry,parsly,parsly,3,1,
Parsley production,parsly,parsly,3,1,
Parsley root,parsly,parsly,3,1,
Parsley root - industry,parsly,parsly,3,1,
Parsley seeds,parsly,parsly,3,1,
"Parsley, seeds and growing material",parsly,parsly,3,1,
ParsnipParsnip,parsnipsparsnips,parsnipsparsnips,3,1,
Parsnip - fresh,parsnips,parsnips,3,1,
Parsnip - industry,parsnips,parsnips,3,1,
Parsnip production,parsnips,parsnips,3,1,
Parsnip seeds,parsnips,parsnips,3,1,
Parsnip sown right,parsnips,parsnips,3,1,
ParsnipsParsnipsParsnips,parsnipsparsnipsparsnips,parsnipsparsnipsparsnips,3,1,
Parsnips seeds and propagation material,parsnips,parsnips,3,1,
Pastoral area - predominant woody fodder resources,other_tree_wood_forest,other_tree_wood_forest,0,1,
Pastoral area - predominantly grass and woody forage resources present,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pasture,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pasture (not arable),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pasture and hay meadow during restoration,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pasture ryegrass for seed production,lolium_ryegrass,lolium_ryegrass,2,1,
Pasture with harvestable standard trees (> 100 trees/ha),tree_wood_forest,tree_wood_forest,0,1,
Pasture with non-harvestable trees (> 100 trees per ha),tree_wood_forest,tree_wood_forest,0,1,
Pastures and alpine pastures,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pastures-meadows over 5m.,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pastures-meadows up to 5m.,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Pavia peaches for processing,peach,peach,3,1,
Pawpaw,pawpaw,pawpaw,3,1,
